retailer,retailer_id,invoice_date,region,state,city,product,price_per_unit,units_sold,total_sales,operating_profit,sales_method,unique_transaction_key
Foot Locker,1185732,2021-05-06,Northeast,Rhode Island,Providence,Women's Apparel,55.0,300,16500,6600,In-store,1185732_2021-05-06_Women's Apparel_In-store_Providence_300_55.0
Foot Locker,1185732,2021-06-08,Northeast,Rhode Island,Providence,Men's Athletic Footwear,45.0,300,13500,4725,In-store,1185732_2021-06-08_Men's Athletic Footwear_In-store_Providence_300_45.0
Foot Locker,1185732,2021-08-07,Northeast,Rhode Island,Providence,Women's Apparel,55.0,300,16500,6600,In-store,1185732_2021-08-07_Women's Apparel_In-store_Providence_300_55.0
Sports Direct,1185732,2021-12-06,Northeast,Rhode Island,Providence,Men's Athletic Footwear,50.0,300,15000,5250,In-store,1185732_2021-12-06_Men's Athletic Footwear_In-store_Providence_300_50.0
Sports Direct,1185732,2021-03-13,Northeast,Massachusetts,Boston,Women's Athletic Footwear,35.0,300,10500,2625,In-store,1185732_2021-03-13_Women's Athletic Footwear_In-store_Boston_300_35.0
Amazon,1185732,2021-11-14,Northeast,Massachusetts,Boston,Men's Athletic Footwear,55.0,300,16500,4950,In-store,1185732_2021-11-14_Men's Athletic Footwear_In-store_Boston_300_55.0
Amazon,1185732,2021-12-13,Northeast,Massachusetts,Boston,Women's Athletic Footwear,55.0,300,16500,4125,In-store,1185732_2021-12-13_Women's Athletic Footwear_In-store_Boston_300_55.0
Amazon,1185732,2021-12-13,Northeast,Massachusetts,Boston,Men's Apparel,65.0,300,19500,4875,In-store,1185732_2021-12-13_Men's Apparel_In-store_Boston_300_65.0
Amazon,1185732,2021-04-11,Northeast,Vermont,Burlington,Women's Apparel,45.0,300,13500,5400,In-store,1185732_2021-04-11_Women's Apparel_In-store_Burlington_300_45.0
Amazon,1185732,2021-05-10,Northeast,Vermont,Burlington,Women's Street Footwear,50.0,300,15000,5250,In-store,1185732_2021-05-10_Women's Street Footwear_In-store_Burlington_300_50.0
Amazon,1185732,2021-06-12,Northeast,Vermont,Burlington,Women's Athletic Footwear,50.0,300,15000,5250,In-store,1185732_2021-06-12_Women's Athletic Footwear_In-store_Burlington_300_50.0
Amazon,1185732,2021-06-12,Northeast,Vermont,Burlington,Men's Apparel,60.0,300,18000,6300,In-store,1185732_2021-06-12_Men's Apparel_In-store_Burlington_300_60.0
Amazon,1185732,2021-07-10,Northeast,Vermont,Burlington,Women's Athletic Footwear,50.0,300,15000,5250,In-store,1185732_2021-07-10_Women's Athletic Footwear_In-store_Burlington_300_50.0
Amazon,1185732,2021-09-10,Northeast,Vermont,Burlington,Women's Apparel,65.0,300,19500,7800,In-store,1185732_2021-09-10_Women's Apparel_In-store_Burlington_300_65.0
Amazon,1185732,2021-10-12,Northeast,Vermont,Burlington,Men's Athletic Footwear,60.0,300,18000,8100,In-store,1185732_2021-10-12_Men's Athletic Footwear_In-store_Burlington_300_60.0
West Gear,1185732,2021-10-12,Northeast,Vermont,Burlington,Women's Apparel,75.0,300,22500,9000,In-store,1185732_2021-10-12_Women's Apparel_In-store_Burlington_300_75.0
Amazon,1185732,2021-11-11,Northeast,Vermont,Burlington,Women's Athletic Footwear,60.0,300,18000,6300,In-store,1185732_2021-11-11_Women's Athletic Footwear_In-store_Burlington_300_60.0
Amazon,1185732,2021-02-19,Northeast,Vermont,Burlington,Women's Street Footwear,40.0,300,12000,3600,In-store,1185732_2021-02-19_Women's Street Footwear_In-store_Burlington_300_40.0
Amazon,1185732,2021-03-17,Northeast,New Hampshire,Manchester,Women's Street Footwear,40.0,300,12000,3600,In-store,1185732_2021-03-17_Women's Street Footwear_In-store_Manchester_300_40.0
Amazon,1185732,2021-03-17,Northeast,New Hampshire,Manchester,Women's Apparel,50.0,300,15000,5250,In-store,1185732_2021-03-17_Women's Apparel_In-store_Manchester_300_50.0
Amazon,1185732,2021-05-17,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,60.0,300,18000,7200,In-store,1185732_2021-05-17_Men's Athletic Footwear_In-store_Manchester_300_60.0
Amazon,1185732,2021-05-17,Northeast,New Hampshire,Manchester,Men's Apparel,65.0,300,19500,5850,In-store,1185732_2021-05-17_Men's Apparel_In-store_Manchester_300_65.0
Foot Locker,1185732,2021-10-19,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,65.0,300,19500,7800,Outlet,1185732_2021-10-19_Men's Athletic Footwear_Outlet_Manchester_300_65.0
Foot Locker,1185732,2021-10-19,Northeast,New Hampshire,Manchester,Women's Apparel,80.0,300,24000,8400,Outlet,1185732_2021-10-19_Women's Apparel_Outlet_Manchester_300_80.0
Foot Locker,1185732,2021-11-18,Northeast,New Hampshire,Manchester,Men's Apparel,75.0,300,22500,6750,Outlet,1185732_2021-11-18_Men's Apparel_Outlet_Manchester_300_75.0
Foot Locker,1185732,2021-01-24,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,55.0,300,16500,5775,Outlet,1185732_2021-01-24_Men's Athletic Footwear_Outlet_Manchester_300_55.0
Foot Locker,1185732,2021-01-24,Northeast,New Hampshire,Manchester,Women's Street Footwear,45.0,300,13500,3375,Outlet,1185732_2021-01-24_Women's Street Footwear_Outlet_Manchester_300_45.0
Foot Locker,1185732,2021-01-24,Northeast,New Hampshire,Manchester,Women's Apparel,55.0,300,16500,4950,Outlet,1185732_2021-01-24_Women's Apparel_Outlet_Manchester_300_55.0
Foot Locker,1185732,2021-11-17,Northeast,West Virginia,Charleston,Women's Street Footwear,35.0,295,10325,4130,In-store,1185732_2021-11-17_Women's Street Footwear_In-store_Charleston_295_35.0
Foot Locker,1185732,2021-11-04,Northeast,Connecticut,Hartford,Women's Street Footwear,55.0,295,16225,4868,In-store,1185732_2021-11-04_Women's Street Footwear_In-store_Hartford_295_55.0
Amazon,1185732,2021-11-14,Northeast,Massachusetts,Boston,Women's Street Footwear,55.0,295,16225,4056,In-store,1185732_2021-11-14_Women's Street Footwear_In-store_Boston_295_55.0
Foot Locker,1185732,2021-06-01,West,California,Los Angeles,Men's Athletic Footwear,45.0,275,12375,4331,Outlet,1185732_2021-06-01_Men's Athletic Footwear_Outlet_Los Angeles_275_45.0
Foot Locker,1185732,2021-06-02,West,California,Los Angeles,Women's Street Footwear,35.0,275,9625,3369,Outlet,1185732_2021-06-02_Women's Street Footwear_Outlet_Los Angeles_275_35.0
Foot Locker,1185732,2021-06-05,Midwest,Illinois,Chicago,Women's Apparel,45.0,275,12375,6188,Outlet,1185732_2021-06-05_Women's Apparel_Outlet_Chicago_275_45.0
Foot Locker,1185732,2021-06-11,Midwest,Illinois,Chicago,Women's Apparel,45.0,275,12375,6188,Outlet,1185732_2021-06-11_Women's Apparel_Outlet_Chicago_275_45.0
Foot Locker,1185732,2021-12-10,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,50.0,275,13750,4125,Outlet,1185732_2021-12-10_Men's Athletic Footwear_Outlet_Philadelphia_275_50.0
Foot Locker,1185732,2021-12-28,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,60.0,275,16500,5775,Outlet,1185732_2021-12-28_Men's Athletic Footwear_Outlet_Philadelphia_275_60.0
Foot Locker,1185732,2020-01-01,Northeast,Pennsylvania,Philadelphia,Women's Apparel,75.0,275,20625,6188,Outlet,1185732_2020-01-01_Women's Apparel_Outlet_Philadelphia_275_75.0
West Gear,1128299,2020-01-11,West,Nevada,Las Vegas,Women's Athletic Footwear,45.0,275,12375,4331,Outlet,1128299_2020-01-11_Women's Athletic Footwear_Outlet_Las Vegas_275_45.0
West Gear,1128299,2020-03-18,West,Nevada,Las Vegas,Women's Athletic Footwear,40.0,275,11000,3300,In-store,1128299_2020-03-18_Women's Athletic Footwear_In-store_Las Vegas_275_40.0
West Gear,1128299,2020-03-24,West,Colorado,Denver,Women's Athletic Footwear,40.0,275,11000,3300,In-store,1128299_2020-03-24_Women's Athletic Footwear_In-store_Denver_275_40.0
West Gear,1128299,2020-04-05,West,Colorado,Denver,Women's Athletic Footwear,60.0,275,16500,4950,In-store,1128299_2020-04-05_Women's Athletic Footwear_In-store_Denver_275_60.0
West Gear,1128299,2020-04-11,West,Colorado,Denver,Women's Athletic Footwear,60.0,275,16500,7425,In-store,1128299_2020-04-11_Women's Athletic Footwear_In-store_Denver_275_60.0
Foot Locker,1185732,2020-12-23,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,45.0,275,12375,3713,Outlet,1185732_2020-12-23_Men's Athletic Footwear_Outlet_Minneapolis_275_45.0
Foot Locker,1185732,2020-12-27,Midwest,Minnesota,Minneapolis,Women's Apparel,60.0,275,16500,7425,Outlet,1185732_2020-12-27_Women's Apparel_Outlet_Minneapolis_275_60.0
Kohl's,1189833,2021-01-01,Midwest,Montana,Billings,Men's Apparel,50.0,275,13750,8250,Outlet,1189833_2021-01-01_Men's Apparel_Outlet_Billings_275_50.0
Sports Direct,1197831,2021-03-20,South,Tennessee,Knoxville,Men's Apparel,40.0,275,11000,3300,Outlet,1197831_2021-03-20_Men's Apparel_Outlet_Knoxville_275_40.0
Sports Direct,1197831,2021-03-26,South,Tennessee,Knoxville,Men's Apparel,40.0,275,11000,3850,Outlet,1197831_2021-03-26_Men's Apparel_Outlet_Knoxville_275_40.0
Foot Locker,1185732,2021-07-03,Midwest,Nebraska,Omaha,Men's Athletic Footwear,45.0,275,12375,4331,Outlet,1185732_2021-07-03_Men's Athletic Footwear_Outlet_Omaha_275_45.0
Foot Locker,1185732,2021-07-07,Midwest,Nebraska,Omaha,Women's Apparel,45.0,275,12375,6188,Outlet,1185732_2021-07-07_Women's Apparel_Outlet_Omaha_275_45.0
Amazon,1185732,2021-11-10,Northeast,Maine,Portland,Women's Apparel,60.0,275,16500,6600,Outlet,1185732_2021-11-10_Women's Apparel_Outlet_Portland_275_60.0
Amazon,1185732,2021-11-12,Northeast,Maine,Portland,Men's Athletic Footwear,50.0,275,13750,4813,Outlet,1185732_2021-11-12_Men's Athletic Footwear_Outlet_Portland_275_50.0
Amazon,1185732,2021-12-17,Northeast,Maine,Portland,Men's Athletic Footwear,55.0,275,15125,5294,Outlet,1185732_2021-12-17_Men's Athletic Footwear_Outlet_Portland_275_55.0
Amazon,1185732,2021-02-22,West,Alaska,Anchorage,Women's Street Footwear,45.0,275,12375,3094,Outlet,1185732_2021-02-22_Women's Street Footwear_Outlet_Anchorage_275_45.0
Amazon,1185732,2021-03-20,West,Alaska,Anchorage,Women's Street Footwear,45.0,275,12375,3094,Outlet,1185732_2021-03-20_Women's Street Footwear_Outlet_Anchorage_275_45.0
Amazon,1185732,2021-03-20,West,Alaska,Anchorage,Women's Apparel,55.0,275,15125,4538,Outlet,1185732_2021-03-20_Women's Apparel_Outlet_Anchorage_275_55.0
Amazon,1185732,2021-05-20,West,Alaska,Anchorage,Men's Athletic Footwear,60.0,275,16500,5775,Outlet,1185732_2021-05-20_Men's Athletic Footwear_Outlet_Anchorage_275_60.0
Amazon,1185732,2021-05-20,West,Alaska,Anchorage,Men's Apparel,65.0,275,17875,4469,Outlet,1185732_2021-05-20_Men's Apparel_Outlet_Anchorage_275_65.0
Amazon,1185732,2021-10-22,West,Alaska,Anchorage,Men's Athletic Footwear,65.0,275,17875,6256,Outlet,1185732_2021-10-22_Men's Athletic Footwear_Outlet_Anchorage_275_65.0
Amazon,1185732,2021-10-22,West,Alaska,Anchorage,Women's Apparel,80.0,275,22000,6600,Outlet,1185732_2021-10-22_Women's Apparel_Outlet_Anchorage_275_80.0
Amazon,1185732,2021-11-21,West,Alaska,Anchorage,Men's Apparel,75.0,275,20625,5156,Outlet,1185732_2021-11-21_Men's Apparel_Outlet_Anchorage_275_75.0
Foot Locker,1128299,2021-03-09,West,Hawaii,Honolulu,Women's Athletic Footwear,55.0,275,15125,3781,Outlet,1128299_2021-03-09_Women's Athletic Footwear_Outlet_Honolulu_275_55.0
Foot Locker,1128299,2021-05-11,West,Hawaii,Honolulu,Women's Athletic Footwear,55.0,275,15125,3781,Outlet,1128299_2021-05-11_Women's Athletic Footwear_Outlet_Honolulu_275_55.0
Walmart,1128299,2021-10-10,West,Hawaii,Honolulu,Women's Athletic Footwear,55.0,275,15125,3781,Outlet,1128299_2021-10-10_Women's Athletic Footwear_Outlet_Honolulu_275_55.0
Sports Direct,1128299,2021-01-17,West,Hawaii,Honolulu,Women's Athletic Footwear,50.0,275,13750,4125,Outlet,1128299_2021-01-17_Women's Athletic Footwear_Outlet_Honolulu_275_50.0
Sports Direct,1128299,2021-02-17,Southeast,Florida,Orlando,Women's Athletic Footwear,50.0,275,13750,4125,Outlet,1128299_2021-02-17_Women's Athletic Footwear_Outlet_Orlando_275_50.0
Walmart,1128299,2021-09-18,Southeast,Florida,Orlando,Men's Apparel,70.0,275,19250,3850,In-store,1128299_2021-09-18_Men's Apparel_In-store_Orlando_275_70.0
Foot Locker,1128299,2021-04-24,Southeast,Virginia,Richmond,Men's Athletic Footwear,60.0,275,16500,5775,In-store,1128299_2021-04-24_Men's Athletic Footwear_In-store_Richmond_275_60.0
Foot Locker,1128299,2021-05-25,Southeast,Virginia,Richmond,Women's Athletic Footwear,50.0,275,13750,4813,In-store,1128299_2021-05-25_Women's Athletic Footwear_In-store_Richmond_275_50.0
West Gear,1185732,2021-04-11,West,Utah,Salt Lake City,Men's Apparel,35.0,275,9625,3369,In-store,1185732_2021-04-11_Men's Apparel_In-store_Salt Lake City_275_35.0
West Gear,1128299,2021-04-24,West,Oregon,Portland,Men's Athletic Footwear,60.0,275,16500,5775,In-store,1128299_2021-04-24_Men's Athletic Footwear_In-store_Portland_275_60.0
West Gear,1128299,2021-05-25,West,Oregon,Portland,Women's Athletic Footwear,50.0,275,13750,4813,In-store,1128299_2021-05-25_Women's Athletic Footwear_In-store_Portland_275_50.0
West Gear,1128299,2021-04-17,South,Louisiana,New Orleans,Women's Athletic Footwear,40.0,275,11000,4400,In-store,1128299_2021-04-17_Women's Athletic Footwear_In-store_New Orleans_275_40.0
West Gear,1128299,2021-09-18,South,Louisiana,New Orleans,Men's Apparel,55.0,275,15125,6806,Online,1128299_2021-09-18_Men's Apparel_Online_New Orleans_275_55.0
West Gear,1197831,2021-04-05,West,Idaho,Boise,Men's Apparel,35.0,275,9625,2888,Online,1197831_2021-04-05_Men's Apparel_Online_Boise_275_35.0
Foot Locker,1128299,2021-01-23,West,Idaho,Boise,Women's Athletic Footwear,40.0,275,11000,3850,Online,1128299_2021-01-23_Women's Athletic Footwear_Online_Boise_275_40.0
Foot Locker,1128299,2021-10-23,West,Arizona,Phoenix,Men's Apparel,55.0,275,15125,4538,Online,1128299_2021-10-23_Men's Apparel_Online_Phoenix_275_55.0
Kohl's,1128299,2021-01-26,West,Arizona,Phoenix,Men's Apparel,50.0,275,13750,4125,Online,1128299_2021-01-26_Men's Apparel_Online_Phoenix_275_50.0
Kohl's,1128299,2021-02-26,West,New Mexico,Albuquerque,Women's Athletic Footwear,45.0,275,12375,4331,Online,1128299_2021-02-26_Women's Athletic Footwear_Online_Albuquerque_275_45.0
Kohl's,1128299,2021-03-25,West,New Mexico,Albuquerque,Women's Athletic Footwear,55.0,275,15125,5294,Online,1128299_2021-03-25_Women's Athletic Footwear_Online_Albuquerque_275_55.0
Sports Direct,1128299,2021-04-13,Southeast,Georgia,Atlanta,Women's Athletic Footwear,50.0,275,13750,5500,Online,1128299_2021-04-13_Women's Athletic Footwear_Online_Atlanta_275_50.0
Sports Direct,1128299,2021-06-13,Southeast,Georgia,Atlanta,Men's Apparel,55.0,275,15125,5294,Online,1128299_2021-06-13_Men's Apparel_Online_Atlanta_275_55.0
Amazon,1185732,2021-05-23,Southeast,Kentucky,Louisville,Women's Apparel,55.0,275,15125,6050,Online,1185732_2021-05-23_Women's Apparel_Online_Louisville_275_55.0
Amazon,1185732,2021-06-22,Southeast,Kentucky,Louisville,Men's Athletic Footwear,35.0,275,9625,3369,Online,1185732_2021-06-22_Men's Athletic Footwear_Online_Louisville_275_35.0
Amazon,1185732,2021-07-21,Southeast,Kentucky,Louisville,Women's Street Footwear,40.0,275,11000,4400,Online,1185732_2021-07-21_Women's Street Footwear_Online_Louisville_275_40.0
Amazon,1185732,2021-08-22,Southeast,Kentucky,Louisville,Women's Street Footwear,40.0,275,11000,4400,Online,1185732_2021-08-22_Women's Street Footwear_Online_Louisville_275_40.0
Amazon,1185732,2021-09-23,Southeast,Kentucky,Louisville,Women's Apparel,50.0,275,13750,5500,Online,1185732_2021-09-23_Women's Apparel_Online_Louisville_275_50.0
Amazon,1185732,2021-10-22,Southeast,Kentucky,Louisville,Men's Athletic Footwear,45.0,275,12375,4331,Online,1185732_2021-10-22_Men's Athletic Footwear_Online_Louisville_275_45.0
Amazon,1185732,2021-10-22,Southeast,Kentucky,Louisville,Women's Apparel,55.0,275,15125,6050,Online,1185732_2021-10-22_Women's Apparel_Online_Louisville_275_55.0
Amazon,1185732,2021-11-22,Southeast,Kentucky,Louisville,Men's Athletic Footwear,40.0,275,11000,3850,Online,1185732_2021-11-22_Men's Athletic Footwear_Online_Louisville_275_40.0
Foot Locker,1185732,2021-11-22,Southeast,Kentucky,Louisville,Women's Apparel,70.0,275,19250,7700,Online,1185732_2021-11-22_Women's Apparel_Online_Louisville_275_70.0
Foot Locker,1185732,2021-12-21,Southeast,Kentucky,Louisville,Women's Street Footwear,55.0,275,15125,6050,Online,1185732_2021-12-21_Women's Street Footwear_Online_Louisville_275_55.0
West Gear,1197831,2021-01-23,South,Arkansas,Little Rock,Men's Apparel,35.0,275,9625,3369,Online,1197831_2021-01-23_Men's Apparel_Online_Little Rock_275_35.0
West Gear,1197831,2021-05-19,South,Oklahoma,Oklahoma City,Women's Street Footwear,35.0,275,9625,3850,Online,1197831_2021-05-19_Women's Street Footwear_Online_Oklahoma City_275_35.0
Kohl's,1197831,2021-11-20,South,Oklahoma,Oklahoma City,Men's Apparel,75.0,275,20625,7219,Online,1197831_2021-11-20_Men's Apparel_Online_Oklahoma City_275_75.0
Kohl's,1197831,2021-05-12,Midwest,Kansas,Wichita,Men's Athletic Footwear,40.0,275,11000,3850,Online,1197831_2021-05-12_Men's Athletic Footwear_Online_Wichita_275_40.0
Kohl's,1197831,2021-06-14,Midwest,Kansas,Wichita,Women's Athletic Footwear,40.0,275,11000,3850,Online,1197831_2021-06-14_Women's Athletic Footwear_Online_Wichita_275_40.0
Kohl's,1197831,2021-06-14,Midwest,Kansas,Wichita,Men's Apparel,55.0,275,15125,5294,Online,1197831_2021-06-14_Men's Apparel_Online_Wichita_275_55.0
Kohl's,1197831,2021-08-13,Midwest,Kansas,Wichita,Men's Apparel,50.0,275,13750,4813,Online,1197831_2021-08-13_Men's Apparel_Online_Wichita_275_50.0
Foot Locker,1197831,2021-11-13,Midwest,Kansas,Wichita,Women's Athletic Footwear,55.0,275,15125,5294,Online,1197831_2021-11-13_Women's Athletic Footwear_Online_Wichita_275_55.0
Foot Locker,1185732,2021-01-12,Midwest,Kansas,Wichita,Men's Athletic Footwear,40.0,275,11000,3300,Online,1185732_2021-01-12_Men's Athletic Footwear_Online_Wichita_275_40.0
Foot Locker,1185732,2021-01-12,Midwest,Kansas,Wichita,Women's Apparel,40.0,275,11000,4400,Online,1185732_2021-01-12_Women's Apparel_Online_Wichita_275_40.0
Foot Locker,1185732,2021-02-12,Midwest,South Dakota,Sioux Falls,Women's Apparel,35.0,275,9625,3850,Online,1185732_2021-02-12_Women's Apparel_Online_Sioux Falls_275_35.0
Foot Locker,1185732,2021-09-13,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,40.0,275,11000,3300,Online,1185732_2021-09-13_Men's Athletic Footwear_Online_Sioux Falls_275_40.0
Sports Direct,1185732,2021-01-09,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,35.0,275,9625,2888,Online,1185732_2021-01-09_Men's Athletic Footwear_Online_Sioux Falls_275_35.0
Sports Direct,1185732,2021-01-09,Midwest,South Dakota,Sioux Falls,Women's Apparel,35.0,275,9625,3850,Online,1185732_2021-01-09_Women's Apparel_Online_Sioux Falls_275_35.0
Sports Direct,1185732,2021-09-10,Midwest,North Dakota,Fargo,Men's Athletic Footwear,35.0,275,9625,2888,In-store,1185732_2021-09-10_Men's Athletic Footwear_In-store_Fargo_275_35.0
Foot Locker,1185732,2021-05-07,Midwest,Iowa,Des Moines,Women's Apparel,50.0,275,13750,5500,In-store,1185732_2021-05-07_Women's Apparel_In-store_Des Moines_275_50.0
West Gear,1185732,2021-11-06,Midwest,Iowa,Des Moines,Men's Athletic Footwear,35.0,275,9625,3369,In-store,1185732_2021-11-06_Men's Athletic Footwear_In-store_Des Moines_275_35.0
West Gear,1185732,2021-11-06,Midwest,Iowa,Des Moines,Women's Apparel,65.0,275,17875,7150,In-store,1185732_2021-11-06_Women's Apparel_In-store_Des Moines_275_65.0
West Gear,1185732,2021-12-05,Midwest,Iowa,Des Moines,Women's Street Footwear,50.0,275,13750,4125,In-store,1185732_2021-12-05_Women's Street Footwear_In-store_Des Moines_275_50.0
West Gear,1185732,2021-04-10,Midwest,Indiana,Indianapolis,Women's Apparel,50.0,275,13750,5500,In-store,1185732_2021-04-10_Women's Apparel_In-store_Indianapolis_275_50.0
West Gear,1185732,2021-10-10,Midwest,Indiana,Indianapolis,Women's Apparel,50.0,275,13750,5500,In-store,1185732_2021-10-10_Women's Apparel_In-store_Indianapolis_275_50.0
West Gear,1185732,2021-11-10,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,35.0,275,9625,3369,In-store,1185732_2021-11-10_Women's Athletic Footwear_In-store_Indianapolis_275_35.0
West Gear,1185732,2021-05-18,Northeast,West Virginia,Charleston,Women's Street Footwear,35.0,275,9625,3850,In-store,1185732_2021-05-18_Women's Street Footwear_In-store_Charleston_275_35.0
West Gear,1185732,2021-06-17,Northeast,West Virginia,Charleston,Women's Athletic Footwear,35.0,275,9625,3850,In-store,1185732_2021-06-17_Women's Athletic Footwear_In-store_Charleston_275_35.0
West Gear,1185732,2021-06-17,Northeast,West Virginia,Charleston,Men's Apparel,45.0,275,12375,4950,In-store,1185732_2021-06-17_Men's Apparel_In-store_Charleston_275_45.0
West Gear,1185732,2021-07-16,Northeast,West Virginia,Charleston,Women's Athletic Footwear,50.0,275,13750,5500,In-store,1185732_2021-07-16_Women's Athletic Footwear_In-store_Charleston_275_50.0
West Gear,1185732,2021-08-17,Northeast,West Virginia,Charleston,Women's Athletic Footwear,40.0,275,11000,4400,In-store,1185732_2021-08-17_Women's Athletic Footwear_In-store_Charleston_275_40.0
West Gear,1185732,2021-10-17,Northeast,West Virginia,Charleston,Men's Athletic Footwear,35.0,275,9625,3850,In-store,1185732_2021-10-17_Men's Athletic Footwear_In-store_Charleston_275_35.0
Sports Direct,1185732,2021-07-20,Northeast,Maryland,Baltimore,Men's Athletic Footwear,45.0,275,12375,4331,In-store,1185732_2021-07-20_Men's Athletic Footwear_In-store_Baltimore_275_45.0
Sports Direct,1185732,2021-08-21,Northeast,Maryland,Baltimore,Men's Athletic Footwear,45.0,275,12375,4331,In-store,1185732_2021-08-21_Men's Athletic Footwear_In-store_Baltimore_275_45.0
Foot Locker,1185732,2021-12-20,Northeast,Maryland,Baltimore,Women's Apparel,65.0,275,17875,5363,In-store,1185732_2021-12-20_Women's Apparel_In-store_Baltimore_275_65.0
Foot Locker,1185732,2021-03-13,Northeast,Delaware,Wilmington,Women's Apparel,40.0,275,11000,4400,In-store,1185732_2021-03-13_Women's Apparel_In-store_Wilmington_275_40.0
Foot Locker,1185732,2021-05-13,Northeast,Delaware,Wilmington,Men's Athletic Footwear,50.0,275,13750,4813,In-store,1185732_2021-05-13_Men's Athletic Footwear_In-store_Wilmington_275_50.0
Foot Locker,1185732,2021-05-13,Northeast,Delaware,Wilmington,Men's Apparel,55.0,275,15125,4538,In-store,1185732_2021-05-13_Men's Apparel_In-store_Wilmington_275_55.0
Kohl's,1185732,2021-11-14,Northeast,Delaware,Wilmington,Men's Apparel,65.0,275,17875,5363,In-store,1185732_2021-11-14_Men's Apparel_In-store_Wilmington_275_65.0
Kohl's,1185732,2021-01-10,Northeast,Delaware,Wilmington,Men's Athletic Footwear,35.0,275,9625,3369,In-store,1185732_2021-01-10_Men's Athletic Footwear_In-store_Wilmington_275_35.0
Kohl's,1185732,2021-01-10,Northeast,Delaware,Wilmington,Women's Apparel,35.0,275,9625,3850,In-store,1185732_2021-01-10_Women's Apparel_In-store_Wilmington_275_35.0
Kohl's,1185732,2021-02-08,Northeast,New Jersey,Newark,Women's Apparel,35.0,275,9625,3850,In-store,1185732_2021-02-08_Women's Apparel_In-store_Newark_275_35.0
Kohl's,1185732,2021-06-08,Northeast,New Jersey,Newark,Women's Street Footwear,40.0,275,11000,4400,In-store,1185732_2021-06-08_Women's Street Footwear_In-store_Newark_275_40.0
Kohl's,1185732,2021-07-06,Northeast,New Jersey,Newark,Men's Apparel,50.0,275,13750,4125,In-store,1185732_2021-07-06_Men's Apparel_In-store_Newark_275_50.0
Kohl's,1185732,2021-09-06,Northeast,New Jersey,Newark,Men's Athletic Footwear,45.0,275,12375,4331,In-store,1185732_2021-09-06_Men's Athletic Footwear_In-store_Newark_275_45.0
Sports Direct,1185732,2021-11-07,Northeast,New Jersey,Newark,Men's Athletic Footwear,50.0,275,13750,4813,In-store,1185732_2021-11-07_Men's Athletic Footwear_In-store_Newark_275_50.0
Sports Direct,1185732,2021-12-06,Northeast,New Jersey,Newark,Women's Athletic Footwear,50.0,275,13750,5500,In-store,1185732_2021-12-06_Women's Athletic Footwear_In-store_Newark_275_50.0
Sports Direct,1185732,2021-12-06,Northeast,New Jersey,Newark,Men's Apparel,60.0,275,16500,4950,In-store,1185732_2021-12-06_Men's Apparel_In-store_Newark_275_60.0
Sports Direct,1185732,2021-04-04,Northeast,Connecticut,Hartford,Women's Apparel,40.0,275,11000,3850,In-store,1185732_2021-04-04_Women's Apparel_In-store_Hartford_275_40.0
Sports Direct,1185732,2021-05-03,Northeast,Connecticut,Hartford,Women's Street Footwear,45.0,275,12375,3713,In-store,1185732_2021-05-03_Women's Street Footwear_In-store_Hartford_275_45.0
Sports Direct,1185732,2021-06-05,Northeast,Connecticut,Hartford,Women's Athletic Footwear,45.0,275,12375,3713,In-store,1185732_2021-06-05_Women's Athletic Footwear_In-store_Hartford_275_45.0
Sports Direct,1185732,2021-06-05,Northeast,Connecticut,Hartford,Men's Apparel,55.0,275,15125,4538,In-store,1185732_2021-06-05_Men's Apparel_In-store_Hartford_275_55.0
Sports Direct,1185732,2021-07-03,Northeast,Connecticut,Hartford,Women's Athletic Footwear,45.0,275,12375,3713,In-store,1185732_2021-07-03_Women's Athletic Footwear_In-store_Hartford_275_45.0
Sports Direct,1185732,2021-09-03,Northeast,Connecticut,Hartford,Women's Apparel,60.0,275,16500,5775,In-store,1185732_2021-09-03_Women's Apparel_In-store_Hartford_275_60.0
Sports Direct,1185732,2021-10-05,Northeast,Connecticut,Hartford,Men's Athletic Footwear,55.0,275,15125,6050,In-store,1185732_2021-10-05_Men's Athletic Footwear_In-store_Hartford_275_55.0
Foot Locker,1185732,2021-10-05,Northeast,Connecticut,Hartford,Women's Apparel,70.0,275,19250,6738,In-store,1185732_2021-10-05_Women's Apparel_In-store_Hartford_275_70.0
Foot Locker,1185732,2021-11-04,Northeast,Connecticut,Hartford,Women's Athletic Footwear,55.0,275,15125,4538,In-store,1185732_2021-11-04_Women's Athletic Footwear_In-store_Hartford_275_55.0
Sports Direct,1185732,2021-11-07,Northeast,Rhode Island,Providence,Women's Apparel,65.0,275,17875,7150,In-store,1185732_2021-11-07_Women's Apparel_In-store_Providence_275_65.0
